"Местное время в Светлом";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.06.2019 20:00";"24.0";"727.0";"";"";"36";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 17:00";"24.0";"727.0";"";"";"38";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 14:00";"23.0";"728.0";"";"";"36";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 11:00";"18.0";"729.0";"";"";"53";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 08:00";"13.0";"730.0";"";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 05:00";"10.0";"730.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 02:00";"11.0";"730.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 23:00";"12.0";"730.0";"";"";"73";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 20:00";"15.0";"729.0";"";"";"55";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 17:00";"19.0";"729.0";"";"";"37";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 14:00";"19.0";"729.0";"";"";"32";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 11:00";"18.0";"730.0";"";"";"36";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 08:00";"10.0";"732.0";"";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 05:00";"1.0";"732.0";"";"";"98";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.06.2019 02:00";"3.0";"731.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 23:00";"7.0";"730.0";"";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 20:00";"15.0";"728.0";"";"";"47";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 17:00";"18.0";"726.0";"";"";"35";"Ветер, дующий с запада";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 14:00";"17.0";"725.0";"";"";"39";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 11:00";"16.0";"724.0";"";"";"46";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 08:00";"16.0";"722.0";"";"";"63";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 05:00";"19.0";"718.0";"";"";"65";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.06.2019 02:00";"20.0";"716.0";"";"";"58";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 23:00";"25.0";"716.0";"";"";"37";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 20:00";"27.0";"714.0";"";"";"29";"Ветер, дующий с юго-востока";"1";"";"";"";"Развитие облачности не наблюдалось или не наблюдается. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 17:00";"31.0";"715.0";"";"";"23";"Ветер, дующий с юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 14:00";"29.0";"718.0";"";"";"27";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 11:00";"21.0";"720.0";"";"";"56";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 08:00";"15.0";"722.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 05:00";"10.0";"722.0";"";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.06.2019 02:00";"10.0";"722.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 23:00";"14.0";"722.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 20:00";"22.0";"722.0";"";"";"65";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 17:00";"26.0";"723.0";"";"";"37";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 14:00";"26.0";"724.0";"";"";"29";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 11:00";"26.0";"725.0";"";"";"35";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 08:00";"16.0";"726.0";"";"";"64";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 05:00";"10.0";"726.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.06.2019 02:00";"10.0";"725.0";"";"";"81";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 23:00";"12.0";"725.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 20:00";"21.0";"724.0";"";"";"51";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 17:00";"24.0";"724.0";"";"";"36";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 14:00";"24.0";"725.0";"";"";"31";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 11:00";"23.0";"726.0";"";"";"38";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 08:00";"14.0";"727.0";"";"";"66";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 05:00";"8.0";"728.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.06.2019 02:00";"9.0";"728.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 23:00";"14.0";"727.0";"";"";"79";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 20:00";"19.0";"727.0";"";"";"53";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 17:00";"25.0";"727.0";"";"";"34";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 14:00";"23.0";"727.0";"";"";"36";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 11:00";"21.0";"728.0";"";"";"48";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 08:00";"15.0";"728.0";"";"";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Туман или ледяной туман. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 05:00";"11.0";"728.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или обрывки ледяного тумана. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.06.2019 02:00";"12.0";"728.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или обрывки ледяного тумана. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 23:00";"15.0";"729.0";"";"";"89";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 20:00";"19.0";"728.0";"";"";"70";"Ветер, дующий с востока";"3";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 17:00";"20.0";"726.0";"";"";"74";"Ветер, дующий с юга";"1";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 14:00";"28.0";"726.0";"";"";"31";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 11:00";"23.0";"728.0";"";"";"53";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 08:00";"16.0";"729.0";"";"";"70";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 05:00";"9.0";"729.0";"";"";"93";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.06.2019 02:00";"9.0";"729.0";"";"";"93";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 23:00";"16.0";"729.0";"";"";"74";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 20:00";"20.0";"728.0";"";"";"54";"Ветер, дующий с юго-востока";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 17:00";"26.0";"727.0";"";"";"35";"Ветер, дующий с юго-запада";"2";"";"";"";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 14:00";"30.0";"726.0";"";"";"28";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 11:00";"25.0";"728.0";"";"";"42";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 08:00";"19.0";"728.0";"";"";"61";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 05:00";"10.0";"728.0";"";"";"90";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.06.2019 02:00";"12.0";"728.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 23:00";"14.0";"727.0";"";"";"77";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 20:00";"24.0";"726.0";"";"";"41";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 17:00";"25.0";"725.0";"";"";"39";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 14:00";"23.0";"726.0";"";"";"37";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 11:00";"18.0";"728.0";"";"";"61";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 08:00";"13.0";"728.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 05:00";"8.0";"728.0";"";"";"93";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05.06.2019 02:00";"9.0";"727.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 23:00";"11.0";"727.0";"";"";"79";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 20:00";"13.0";"725.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 17:00";"16.0";"724.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 14:00";"21.0";"723.0";"";"";"39";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 11:00";"20.0";"724.0";"";"";"43";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 08:00";"12.0";"725.0";"";"";"73";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 05:00";"4.0";"726.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Туман или обрывки ледяного тумана. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04.06.2019 02:00";"6.0";"726.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 23:00";"9.0";"726.0";"";"";"84";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 20:00";"15.0";"725.0";"";"";"59";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 17:00";"18.0";"724.0";"";"";"49";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 14:00";"19.0";"724.0";"";"";"42";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 11:00";"16.0";"724.0";"";"";"58";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 08:00";"12.0";"724.0";"";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 05:00";"10.0";"724.0";"";"";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03.06.2019 02:00";"11.0";"723.0";"";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 23:00";"12.0";"722.0";"";"";"82";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 20:00";"18.0";"721.0";"";"";"37";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 17:00";"20.0";"720.0";"";"";"31";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 14:00";"22.0";"720.0";"";"";"22";"Ветер, дующий с севера";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 11:00";"23.0";"721.0";"";"";"23";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.06.2019 08:00";"11.0";"722.0";"";"";"44";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
